tweet_id,author_id,in_response_to_tweet_id,created_at,text,response_tweet_id,inbound,human_reply,intent,clean_text,clean_reply
100344,customer_100344,,2023-10-15 12:00:00,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,100345,True,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB,Product Complaint,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB
100346,customer_100346,,2023-10-15 12:00:00,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!",100347,True,"Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB",Delivery Problem,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!","Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB"
100348,customer_100348,,2023-10-15 12:00:00,The return window closed yesterday by 1 day. Is there any way I can still return this unused item?,100349,True,We can check if an exception can be made for you. Please DM us your order number and reason for return so an agent can review your account. ^WE,Return Request,The return window closed yesterday by 1 day. Is there any way I can still return this unused item?,We can check if an exception can be made for you. Please DM us your order number and reason for return so an agent can review your account. ^WE
100350,customer_100350,,2023-10-15 12:00:00,Does Amazon Prime membership include Kindle Unlimited books?,100351,True,"Prime includes Prime Reading (a rotating catalog of books and magazines), while Kindle Unlimited is a separate subscription with a wider catalog. DM if you have questions! ^OP",Other,Does Amazon Prime membership include Kindle Unlimited books?,"Prime includes Prime Reading (a rotating catalog of books and magazines), while Kindle Unlimited is a separate subscription with a wider catalog. DM if you have questions! ^OP"
100352,customer_100352,,2023-10-15 12:00:00,My order #354-4214348 has been delayed for 4 days now. Still waiting for any update! What is going on?,100353,True,We apologize for the delay with your order! Please DM us your order ID and postal code at amzn.to/help so we can look into the status for you. ^AB,Order Delay,My order #354-4214348 has been delayed for 4 days now. Still waiting for any update! What is going on?,We apologize for the delay with your order! Please DM us your order ID and postal code at amzn.to/help so we can look into the status for you. ^AB
100354,customer_100354,,2023-10-15 12:00:00,You charged me twice for my Prime membership renew! Please issue an immediate refund.,100355,True,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS,Refund Request,You charged me twice for my Prime membership renew! Please issue an immediate refund.,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS
100356,customer_100356,,2023-10-15 12:00:00,My account got suspended without any explanation. How do I appeal this decision?,100357,True,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ,Account Access,My account got suspended without any explanation. How do I appeal this decision?,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ
100358,customer_100358,,2023-10-15 12:00:00,My Amazon Pay balance is not showing up when I try to pay for my grocery order.,100359,True,"Sorry for the glitch! Try signing out and signing back in. If your balance still isn't available at checkout, please send us a DM with your account email. ^DV",Payment Issue,My Amazon Pay balance is not showing up when I try to pay for my grocery order.,"Sorry for the glitch! Try signing out and signing back in. If your balance still isn't available at checkout, please send us a DM with your account email. ^DV"
100360,customer_100360,,2023-10-15 12:00:00,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,100361,True,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN,Product Complaint,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN
100362,customer_100362,,2023-10-15 12:00:00,Delivery driver threw my fragile package over the 6-foot fence! Contents are shattered.,100363,True,We hold our delivery partners to high service standards. Please DM us your tracking number and photos of the package so we can escalate this to the dispatch manager. ^ST,Delivery Problem,Delivery driver threw my fragile package over the 6-foot fence! Contents are shattered.,We hold our delivery partners to high service standards. Please DM us your tracking number and photos of the package so we can escalate this to the dispatch manager. ^ST
100364,customer_100364,,2023-10-15 12:00:00,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,100365,True,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH,Return Request,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH
100366,customer_100366,,2023-10-15 12:00:00,I need an invoice copy for my business expense reimbursement from last month.,100367,True,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL,Other,I need an invoice copy for my business expense reimbursement from last month.,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL
100368,customer_100368,,2023-10-15 12:00:00,Tracking says delayed in transit since Monday. When can I expect delivery?,100369,True,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK,Order Delay,Tracking says delayed in transit since Monday. When can I expect delivery?,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK
100370,customer_100370,,2023-10-15 12:00:00,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,100371,True,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB,Refund Request,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB
100372,customer_100372,,2023-10-15 12:00:00,My account got suspended without any explanation. How do I appeal this decision?,100373,True,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ,Account Access,My account got suspended without any explanation. How do I appeal this decision?,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ
100374,customer_100374,,2023-10-15 12:00:00,My debit card payment failed during checkout but the money was deducted from my account.,100375,True,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB",Payment Issue,My debit card payment failed during checkout but the money was deducted from my account.,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB"
100376,customer_100376,,2023-10-15 12:00:00,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,100377,True,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB,Product Complaint,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB
100378,customer_100378,,2023-10-15 12:00:00,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!",100379,True,"Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB",Delivery Problem,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!","Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB"
100380,customer_100380,,2023-10-15 12:00:00,How do I return an item that doesn't fit? Where do I get the return shipping label?,100381,True,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB,Return Request,How do I return an item that doesn't fit? Where do I get the return shipping label?,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB
100382,customer_100382,,2023-10-15 12:00:00,Can I change the delivery address on an order that hasn't shipped yet?,100383,True,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB",Other,Can I change the delivery address on an order that hasn't shipped yet?,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB"
100384,customer_100384,,2023-10-15 12:00:00,Tracking says delayed in transit since Monday. When can I expect delivery?,100385,True,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK,Order Delay,Tracking says delayed in transit since Monday. When can I expect delivery?,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK
100386,customer_100386,,2023-10-15 12:00:00,Can you please refund the money for the missing item in my package?,100387,True,We apologize for the missing item! Please DM us your order ID and confirm which item was missing so we can process a full refund or replacement immediately. ^TR,Refund Request,Can you please refund the money for the missing item in my package?,We apologize for the missing item! Please DM us your order ID and confirm which item was missing so we can process a full refund or replacement immediately. ^TR
100388,customer_100388,,2023-10-15 12:00:00,My account got suspended without any explanation. How do I appeal this decision?,100389,True,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ,Account Access,My account got suspended without any explanation. How do I appeal this decision?,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ
100390,customer_100390,,2023-10-15 12:00:00,"Credit card is declined only on Amazon website, works fine elsewhere. Please fix this.",100391,True,This may be caused by an expired billing address on file. Please verify your billing details at amzn.to/payments or DM us for further assistance. ^KL,Payment Issue,"Credit card is declined only on Amazon website, works fine elsewhere. Please fix this.",This may be caused by an expired billing address on file. Please verify your billing details at amzn.to/payments or DM us for further assistance. ^KL
100392,customer_100392,,2023-10-15 12:00:00,The perfume I bought smells fake and the seal was clearly broken. How do you allow counterfeit items?,100393,True,Amazon strictly prohibits counterfeit items. We take this very seriously. Please DM us your order details so our investigation team can review the seller. ^RK,Product Complaint,The perfume I bought smells fake and the seal was clearly broken. How do you allow counterfeit items?,Amazon strictly prohibits counterfeit items. We take this very seriously. Please DM us your order details so our investigation team can review the seller. ^RK
100394,customer_100394,,2023-10-15 12:00:00,"Courier marked customer unavailable, but I waited home all day. Nobody even rang the bell.",100395,True,We're sorry for the inconvenience! Please DM us your tracking details and best contact number so we can instruct the local delivery hub to re-attempt today. ^MN,Delivery Problem,"Courier marked customer unavailable, but I waited home all day. Nobody even rang the bell.",We're sorry for the inconvenience! Please DM us your tracking details and best contact number so we can instruct the local delivery hub to re-attempt today. ^MN
100396,customer_100396,,2023-10-15 12:00:00,How do I return an item that doesn't fit? Where do I get the return shipping label?,100397,True,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB,Return Request,How do I return an item that doesn't fit? Where do I get the return shipping label?,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB
100398,customer_100398,,2023-10-15 12:00:00,Can I change the delivery address on an order that hasn't shipped yet?,100399,True,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB",Other,Can I change the delivery address on an order that hasn't shipped yet?,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB"
100400,customer_100400,,2023-10-15 12:00:00,Where is my order? The tracking has not updated for three days straight.,100401,True,Thanks for reaching out. Tracking can occasionally pause between transit hubs. Please DM your order number and we'll check directly with the carrier. ^JD,Order Delay,Where is my order? The tracking has not updated for three days straight.,Thanks for reaching out. Tracking can occasionally pause between transit hubs. Please DM your order number and we'll check directly with the carrier. ^JD
100402,customer_100402,,2023-10-15 12:00:00,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,100403,True,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB,Refund Request,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB
100404,customer_100404,,2023-10-15 12:00:00,My account got suspended without any explanation. How do I appeal this decision?,100405,True,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ,Account Access,My account got suspended without any explanation. How do I appeal this decision?,We understand your concern. Account suspensions are reviewed by our specialized Account Review team. Please check your inbox for an email from our team or DM us. ^KJ
100406,customer_100406,,2023-10-15 12:00:00,I tried to redeem a $50 gift card and it says code already redeemed by someone else.,100407,True,We'd like to check the redemption history of this gift card. Please DM us the 16-character claim code and proof of purchase so we can investigate. ^TC,Payment Issue,I tried to redeem a $50 gift card and it says code already redeemed by someone else.,We'd like to check the redemption history of this gift card. Please DM us the 16-character claim code and proof of purchase so we can investigate. ^TC
100408,customer_100408,,2023-10-15 12:00:00,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,100409,True,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN,Product Complaint,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN
100410,customer_100410,,2023-10-15 12:00:00,Package delivered to wrong address down the street. Driver didn't even check the house number.,100411,True,We apologize for the delivery error. Please DM us your order number and full delivery address so we can retrieve or replace your package immediately. ^FG,Delivery Problem,Package delivered to wrong address down the street. Driver didn't even check the house number.,We apologize for the delivery error. Please DM us your order number and full delivery address so we can retrieve or replace your package immediately. ^FG
100412,customer_100412,,2023-10-15 12:00:00,The return window closed yesterday by 1 day. Is there any way I can still return this unused item?,100413,True,We can check if an exception can be made for you. Please DM us your order number and reason for return so an agent can review your account. ^WE,Return Request,The return window closed yesterday by 1 day. Is there any way I can still return this unused item?,We can check if an exception can be made for you. Please DM us your order number and reason for return so an agent can review your account. ^WE
100414,customer_100414,,2023-10-15 12:00:00,I need an invoice copy for my business expense reimbursement from last month.,100415,True,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL,Other,I need an invoice copy for my business expense reimbursement from last month.,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL
100416,customer_100416,,2023-10-15 12:00:00,Tracking says delayed in transit since Monday. When can I expect delivery?,100417,True,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK,Order Delay,Tracking says delayed in transit since Monday. When can I expect delivery?,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK
100418,customer_100418,,2023-10-15 12:00:00,You charged me twice for my Prime membership renew! Please issue an immediate refund.,100419,True,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS,Refund Request,You charged me twice for my Prime membership renew! Please issue an immediate refund.,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS
100420,customer_100420,,2023-10-15 12:00:00,"Cannot sign in to my Amazon Prime Video app, it keeps saying invalid password even after reset.",100421,True,"Sorry for the login hassle! Please ensure your app is updated to the latest version. If it persists, DM us the device details and your account email. ^NR",Account Access,"Cannot sign in to my Amazon Prime Video app, it keeps saying invalid password even after reset.","Sorry for the login hassle! Please ensure your app is updated to the latest version. If it persists, DM us the device details and your account email. ^NR"
100422,customer_100422,,2023-10-15 12:00:00,My Amazon Pay balance is not showing up when I try to pay for my grocery order.,100423,True,"Sorry for the glitch! Try signing out and signing back in. If your balance still isn't available at checkout, please send us a DM with your account email. ^DV",Payment Issue,My Amazon Pay balance is not showing up when I try to pay for my grocery order.,"Sorry for the glitch! Try signing out and signing back in. If your balance still isn't available at checkout, please send us a DM with your account email. ^DV"
100424,customer_100424,,2023-10-15 12:00:00,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,100425,True,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB,Product Complaint,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB
100426,customer_100426,,2023-10-15 12:00:00,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!",100427,True,"Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB",Delivery Problem,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!","Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB"
100428,customer_100428,,2023-10-15 12:00:00,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,100429,True,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH,Return Request,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH
100430,customer_100430,,2023-10-15 12:00:00,Are you having a sale on Echo Dot devices next week for Prime Day?,100431,True,"We don't announce promotional deals in advance, but keep an eye on our Today's Deals page at amzn.to/deals for the latest announcements! ^AB",Other,Are you having a sale on Echo Dot devices next week for Prime Day?,"We don't announce promotional deals in advance, but keep an eye on our Today's Deals page at amzn.to/deals for the latest announcements! ^AB"
100432,customer_100432,,2023-10-15 12:00:00,My order #698-8999183 has been delayed for 4 days now. Still waiting for any update! What is going on?,100433,True,We apologize for the delay with your order! Please DM us your order ID and postal code at amzn.to/help so we can look into the status for you. ^AB,Order Delay,My order #698-8999183 has been delayed for 4 days now. Still waiting for any update! What is going on?,We apologize for the delay with your order! Please DM us your order ID and postal code at amzn.to/help so we can look into the status for you. ^AB
100434,customer_100434,,2023-10-15 12:00:00,You charged me twice for my Prime membership renew! Please issue an immediate refund.,100435,True,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS,Refund Request,You charged me twice for my Prime membership renew! Please issue an immediate refund.,We're sorry for the billing discrepancy! Please send us a DM with the charge date and the last 4 digits of the card used so we can reverse the duplicate charge. ^MS
100436,customer_100436,,2023-10-15 12:00:00,I am locked out of my Amazon account because the 2FA OTP is sending to my old phone number.,100437,True,Account security is our top priority. Please visit amzn.to/account-recovery or send us a DM so our account verification team can assist you securely. ^PK,Account Access,I am locked out of my Amazon account because the 2FA OTP is sending to my old phone number.,Account security is our top priority. Please visit amzn.to/account-recovery or send us a DM so our account verification team can assist you securely. ^PK
100438,customer_100438,,2023-10-15 12:00:00,My debit card payment failed during checkout but the money was deducted from my account.,100439,True,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB",Payment Issue,My debit card payment failed during checkout but the money was deducted from my account.,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB"
100440,customer_100440,,2023-10-15 12:00:00,The perfume I bought smells fake and the seal was clearly broken. How do you allow counterfeit items?,100441,True,Amazon strictly prohibits counterfeit items. We take this very seriously. Please DM us your order details so our investigation team can review the seller. ^RK,Product Complaint,The perfume I bought smells fake and the seal was clearly broken. How do you allow counterfeit items?,Amazon strictly prohibits counterfeit items. We take this very seriously. Please DM us your order details so our investigation team can review the seller. ^RK
100442,customer_100442,,2023-10-15 12:00:00,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!",100443,True,"Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB",Delivery Problem,"App says delivered to front porch at 2 PM, but I was home and nothing was delivered. Package missing!","Sometimes carriers mark items delivered prematurely. Please check around your property or with neighbors. If it doesn't show up in 24 hours, DM us. ^AB"
100444,customer_100444,,2023-10-15 12:00:00,How do I return an item that doesn't fit? Where do I get the return shipping label?,100445,True,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB,Return Request,How do I return an item that doesn't fit? Where do I get the return shipping label?,You can initiate a return by visiting Your Orders -> Return or Replace Items to print a prepaid label or generate a QR drop-off code. DM us if you need help! ^AB
100446,customer_100446,,2023-10-15 12:00:00,Can I change the delivery address on an order that hasn't shipped yet?,100447,True,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB",Other,Can I change the delivery address on an order that hasn't shipped yet?,"If the order hasn't entered the shipping process, you can update the address in Your Orders. If it has shipped, DM us your order ID to see if rerouting is possible. ^GB"
100448,customer_100448,,2023-10-15 12:00:00,Where is my order? The tracking has not updated for three days straight.,100449,True,Thanks for reaching out. Tracking can occasionally pause between transit hubs. Please DM your order number and we'll check directly with the carrier. ^JD,Order Delay,Where is my order? The tracking has not updated for three days straight.,Thanks for reaching out. Tracking can occasionally pause between transit hubs. Please DM your order number and we'll check directly with the carrier. ^JD
100450,customer_100450,,2023-10-15 12:00:00,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,100451,True,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB,Refund Request,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB
100452,customer_100452,,2023-10-15 12:00:00,Someone hacked my account and changed the primary email address. Help urgently!,100453,True,We treat security alerts with immediate urgency. Please contact our specialized fraud team right away via amzn.to/security or DM us your registered phone number. ^AB,Account Access,Someone hacked my account and changed the primary email address. Help urgently!,We treat security alerts with immediate urgency. Please contact our specialized fraud team right away via amzn.to/security or DM us your registered phone number. ^AB
100454,customer_100454,,2023-10-15 12:00:00,My debit card payment failed during checkout but the money was deducted from my account.,100455,True,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB",Payment Issue,My debit card payment failed during checkout but the money was deducted from my account.,"When a transaction fails, debited funds are held by the bank and automatically reversed within 5-7 business days. DM us if you need payment failure logs. ^AB"
100456,customer_100456,,2023-10-15 12:00:00,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,100457,True,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB,Product Complaint,The laptop I received today has a cracked screen and doesn't power on. Terrible packaging!,We are very sorry to hear your laptop arrived damaged! Please DM us your order number so we can arrange an immediate pickup and expedited replacement. ^AB
100458,customer_100458,,2023-10-15 12:00:00,"Courier marked customer unavailable, but I waited home all day. Nobody even rang the bell.",100459,True,We're sorry for the inconvenience! Please DM us your tracking details and best contact number so we can instruct the local delivery hub to re-attempt today. ^MN,Delivery Problem,"Courier marked customer unavailable, but I waited home all day. Nobody even rang the bell.",We're sorry for the inconvenience! Please DM us your tracking details and best contact number so we can instruct the local delivery hub to re-attempt today. ^MN
100460,customer_100460,,2023-10-15 12:00:00,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,100461,True,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH,Return Request,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH
100462,customer_100462,,2023-10-15 12:00:00,Does Amazon Prime membership include Kindle Unlimited books?,100463,True,"Prime includes Prime Reading (a rotating catalog of books and magazines), while Kindle Unlimited is a separate subscription with a wider catalog. DM if you have questions! ^OP",Other,Does Amazon Prime membership include Kindle Unlimited books?,"Prime includes Prime Reading (a rotating catalog of books and magazines), while Kindle Unlimited is a separate subscription with a wider catalog. DM if you have questions! ^OP"
100464,customer_100464,,2023-10-15 12:00:00,Tracking says delayed in transit since Monday. When can I expect delivery?,100465,True,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK,Order Delay,Tracking says delayed in transit since Monday. When can I expect delivery?,Sorry to hear your package is delayed in transit. Please send us a direct message with your tracking number so our logistics team can investigate. ^RK
100466,customer_100466,,2023-10-15 12:00:00,I canceled the order before it dispatched. When will the refund be credited back to my bank?,100467,True,"Once an order is canceled, the pre-authorization hold is released within 3-7 business days depending on your bank. Send a DM if you need a transaction receipt. ^LK",Refund Request,I canceled the order before it dispatched. When will the refund be credited back to my bank?,"Once an order is canceled, the pre-authorization hold is released within 3-7 business days depending on your bank. Send a DM if you need a transaction receipt. ^LK"
100468,customer_100468,,2023-10-15 12:00:00,Someone hacked my account and changed the primary email address. Help urgently!,100469,True,We treat security alerts with immediate urgency. Please contact our specialized fraud team right away via amzn.to/security or DM us your registered phone number. ^AB,Account Access,Someone hacked my account and changed the primary email address. Help urgently!,We treat security alerts with immediate urgency. Please contact our specialized fraud team right away via amzn.to/security or DM us your registered phone number. ^AB
100470,customer_100470,,2023-10-15 12:00:00,I tried to redeem a $50 gift card and it says code already redeemed by someone else.,100471,True,We'd like to check the redemption history of this gift card. Please DM us the 16-character claim code and proof of purchase so we can investigate. ^TC,Payment Issue,I tried to redeem a $50 gift card and it says code already redeemed by someone else.,We'd like to check the redemption history of this gift card. Please DM us the 16-character claim code and proof of purchase so we can investigate. ^TC
100472,customer_100472,,2023-10-15 12:00:00,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,100473,True,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN,Product Complaint,The blender stopped working after just 2 uses. Motor started smoking. What is the warranty process?,Safety is our utmost priority. Please discontinue using the blender immediately. DM us your order ID so we can coordinate a return and manufacturer warranty support. ^HN
100474,customer_100474,,2023-10-15 12:00:00,Delivery driver threw my fragile package over the 6-foot fence! Contents are shattered.,100475,True,We hold our delivery partners to high service standards. Please DM us your tracking number and photos of the package so we can escalate this to the dispatch manager. ^ST,Delivery Problem,Delivery driver threw my fragile package over the 6-foot fence! Contents are shattered.,We hold our delivery partners to high service standards. Please DM us your tracking number and photos of the package so we can escalate this to the dispatch manager. ^ST
100476,customer_100476,,2023-10-15 12:00:00,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,100477,True,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH,Return Request,Can I drop off my Amazon return at Kohl's or Whole Foods without a box or label?,Yes! Most returns can be dropped off packaging-free at participating Kohl's or Whole Foods with your return QR code. DM us if you'd like us to confirm eligibility. ^JH
100478,customer_100478,,2023-10-15 12:00:00,I need an invoice copy for my business expense reimbursement from last month.,100479,True,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL,Other,I need an invoice copy for my business expense reimbursement from last month.,You can download official VAT/GST invoices directly from Your Orders -> Order Details -> Invoice. DM us your order number if you encounter any issue! ^KL
100480,customer_100480,,2023-10-15 12:00:00,"Amazon Prime delivery was promised by 8 PM yesterday, still hasn't arrived. Very disappointed.",100481,True,"We understand how frustrating late deliveries are, especially with Prime. DM us your account email and order details so we can make this right. ^SK",Order Delay,"Amazon Prime delivery was promised by 8 PM yesterday, still hasn't arrived. Very disappointed.","We understand how frustrating late deliveries are, especially with Prime. DM us your account email and order details so we can make this right. ^SK"
100482,customer_100482,,2023-10-15 12:00:00,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,100483,True,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB,Refund Request,I returned my shoes 2 weeks ago and still haven't received my refund. Where is my money?,Refunds typically take 3-5 business days after the return is processed at our facility. Please DM us your return tracking details so we can expedite this. ^AB
